Flight No,Origin,Destination,Airline,Equipment,Type,o_iata,d_iata
AI186,Vancouver,Delhi,Air India,B77W,I,YVR,DEL
AI187,Delhi,Toronto,Air India,B77W,I,DEL,YYZ
AI188,Toronto,Delhi,Air India,B77W,I,YYZ,DEL
AI191,Mumbai,New York,Air India,B77W,I,BOM,EWR
AI211,Delhi,Kathmandu,Air India,A320,I,DEL,KTM
AI212,Kathmandu,Delhi,Air India,A320,I,KTM,DEL
AI213,Delhi,Kathmandu,Air India,A320,I,DEL,KTM
AI214,Kathmandu,Delhi,Air India,A320,I,KTM,DEL
AI215,Delhi,Kathmandu,Air India,A320,I,DEL,KTM
AI216,Kathmandu,Delhi,Air India,A320,I,KTM,DEL
AI227,Delhi,Dhaka,Air India,A320,I,DEL,DAC
AI228,Dhaka,Delhi,Air India,A320,I,DAC,DEL
AI229,Dhaka,Kolkata,Air India,32N,I,DAC,CCU
AI230,Kolkata,Dhaka,Air India,32N,I,CCU,DAC
AI237,Delhi,Dhaka,Air India,A320,I,DEL,DAC
AI238,Dhaka,Delhi,Air India,A320,I,DAC,DEL
AI271,Chennai,Colombo,Air India,A20N,I,MAA,CMB
AI272,Colombo,Chennai,Air India,A20N,I,CMB,MAA
AI273,Chennai,Colombo,Air India,A321,I,MAA,CMB
AI274,Colombo,Chennai,Air India,A321,I,CMB,MAA
AI281,Delhi,Colombo,Air India,A321,I,DEL,CMB
AI282,Colombo,Delhi,Air India,A321,I,CMB,DEL
AI301,Sydney,Delhi,Air India,B788,I,SYD,DEL
AI302,Delhi,Sydney,Air India,B788,I,DEL,SYD
AI307,Tokyo,Delhi,Air India,B788,I,NRT,DEL
AI308,Delhi,Melbourne,Air India,B788,I,DEL,MEL
AI309,Melbourne,Delhi,Air India,B788,I,MEL,DEL
AI310,Mumbai,Melbourne,Air India ,B788,I,BOM,MEL
AI314,Delhi,Hong Kong,Air India,B788,I,DEL,HKG
AI330,Mumbai,Bangkok,Air India,A20N,I,BOM,BKK
AI331,Bangkok,Mumbai,Air India,A20N,I,BKK,BOM
AI332,Delhi,Bangkok,Air India,A20N,I,DEL,BKK
AI333,Bangkok,Delhi,Air India,A20N,I,BKK,DEL
AI335,Bangkok,Delhi,Air India,A20N,I,BKK,DEL
AI336,Delhi,Bangkok,Air India,A20N,I,DEL,BKK
AI342,Mumbai,Singapore,Air India,A20N,I,BOM,SIN
AI343,Singapore,Mumbai,Air India,A20N,I,SIN,BOM
AI346,Chennai,Singapore,Air India,A20N,I,MAA,SIN
AI347,Singapore,Chennai,Air India,A20N,I,SIN,MAA
AI378,Delhi,Phuket,Air India,A20N,I,DEL,HKT
AI379,Phuket,Delhi,Air India,A20N,I,HKT,DEL
AI380,Delhi,Singapore,Air India,B788,I,DEL,SIN
AI381,Singapore,Delhi,Air India,B788,I,SIN,DEL
AI382,Delhi,Singapore,Air India,A20N,I,DEL,SIN
AI383,Singapore,Delhi,Air india ,A20N,I,SIN,DEL
AI392,Bengaluru,Singapore,Air India,A20N,I,BLR,SIN
AI393,Singapore,Bengaluru,Air India,A20N,I,SIN,BLR
AI394,Mumbai,Singapore,Air India,A20N,I,BOM,SIN
AI401,Delhi,Kolkata,Air India,A321,D,DEL,CCU
AI403,Delhi,Rajkot,Air India,A20N,D,DEL,HSR
AI404,Rajkot,Delhi,Air India,A20N,D,HSR,DEL
AI405,Varanasi,Delhi,Air India,A320,D,VNS,DEL
AI406,Delhi,Varanasi,Air India,A320,D,DEL,VNS
AI407,Delhi,Patna,Air India,A20N,D,DEL,PAT
AI408,Patna,Delhi,Air India,A20N,D,PAT,DEL
AI411,Delhi,Lucknow,Air India,A20N,D,DEL,LKO
AI412,Lucknow,Delhi,Air India,A20N,D,LKO,DEL
AI413,Delhi,Srinagar,Air India,A20N,D,DEL,SXR
AI414,Srinagar,Delhi,Air India,A20N,D,SXR,DEL
AI415,Delhi,Patna,Air India,A20N,D,DEL,PAT
AI416,Patna,Delhi,Air India,A20N,D,PAT,DEL
AI417,Delhi,Hyderabad,Air India,A20N,D,DEL,HYD
AI418,Hyderabad,Delhi,Air India,A20N,D,HYD,DEL
AI429,Delhi,Chennai,Air India,A20N,D,DEL,MAA
AI429,Chennai,Coimbatore,Air India,A20N,D,MAA,CJB
AI430,Chennai,Delhi,Air India,A321,D,MAA,DEL
AI431,Delhi,Lucknow,Air India,A21N,D,DEL,LKO
AI432,Lucknow,Delhi,Air India,A21N,D,LKO,DEL
AI433,Delhi,Bhopal,Air India,A321,D,DEL,BHO
AI434,Bhopal,Delhi,Air India,A321,D,BHO,DEL
AI435,Delhi,Bhopal,Air India,A21N,D,DEL,BHO
AI436,Bhopal,Delhi,Air India,A21N,D,BHO,DEL
AI439,Delhi,Chennai,Air India,A321,D,DEL,MAA
AI440,Chennai,Delhi,Air India,A20N,D,MAA,DEL
AI441,Delhi,Mumbai,Air India,B77W,D,DEL,BOM
AI442,Mumbai,Delhi,Air India,A20N,D,BOM,DEL
AI443,Delhi,Aurangabad,Air India,A320,D,DEL,IXU
AI444,Aurangabad,Delhi,Air India,A320,D,IXU,DEL
AI445,Delhi,Leh,Air India,A20N,D,DEL,IXL
AI446,Leh,Delhi,Air India,A20N,D,IXL,DEL
AI451,Delhi,Visakhapatnam,Air India,A21N,D,DEL,VTZ
AI452,Visakhapatnam,Delhi,Air India,A21N,D,VTZ,DEL
AI453,Delhi,Amritsar,Air India,A321,D,DEL,ATQ
AI454,Amritsar,Delhi,Air India,A321,D,ATQ,DEL
AI455,Delhi,Aurangabad,Air India,A320,D,DEL,IXU
AI456,Aurangabad,Delhi,Air India,A320,D,IXU,DEL
AI459,Delhi,Vijayawada,Air India,A21N,D,DEL,VGA
AI460,Vijayawada,Delhi,Air India,A21N,D,VGA,DEL
AI461,Delhi,Amritsar,Air India,A320,D,DEL,ATQ
AI462,Amritsar,Delhi,Air India,A320,D,ATQ,DEL
AI463,Delhi,Chandigarh,Air India,A20N,D,DEL,IXC
AI464,Chandigarh,Delhi,Air India,A20N,D,IXC,DEL
AI465,Delhi,Cochin,Air India,A20N,D,DEL,COK
AI466,Cochin,Delhi,Air India,A321,D,COK,DEL
AI467,Delhi,Vijayawada,Air India,A321,D,DEL,VGA
AI468,Vijayawada,Delhi,Air India,A321,D,VGA,DEL
AI469,Delhi,Udaipur,Air India,A321,D,DEL,UDR
AI470,Udaipur,Delhi,Air India,A321,D,UDR,DEL
AI471,Delhi,Visakhapatnam,Air India,A320,D,DEL,VTZ
AI472,Visakhapatnam,Delhi,Air India,A320,D,VTZ,DEL
AI475,Delhi,Jodhpur,Air India,A20N,D,DEL,JDH
AI476,Jodhpur,Delhi,Air India,A20N,D,JDH,DEL
AI477,Delhi,Leh,Air India,A20N,D,DEL,IXL
AI478,Leh,Delhi,Air India,A20N,D,IXL,DEL
AI479,Delhi,Amritsar,Air India,A321,D,DEL,ATQ
AI480,Amritsar,Delhi,Air India,A321,D,ATQ,DEL
AI481,Delhi,Ahmedabad,Air India,A20N,D,DEL,AMD
AI482,Ahmedabad,Delhi,Air India,A20N,D,AMD,DEL
AI485,Delhi,Port Blair,Air India,A20N,D,DEL,IXZ
AI486,Visakhapatnam,Delhi,Air India,A20N,D,VTZ,DEL
AI491,Delhi,Amritsar,Air India,B788,D,DEL,ATQ
AI492,Amritsar,Delhi,Air India,B788,D,ATQ,DEL
AI501,Bengaluru,Delhi,Air India,A20N,D,BLR,DEL
AI502,Delhi,Bengaluru,Air India,A321,D,DEL,BLR
AI503,Bengaluru,Delhi,Air India,A321,D,BLR,DEL
AI504,Delhi,Bengaluru,Air India,A20N,D,DEL,BLR
AI505,Bengaluru,Delhi,Air India,A321,D,BLR,DEL
AI506,Delhi,Bengaluru,Air India,A20N,D,DEL,BLR
AI507,Bengaluru,Delhi,Air India,A321,D,BLR,DEL
AI509,Bengaluru,Delhi,Air India,A321,D,BLR,DEL
AI511,Bengaluru,Delhi,Air India,A20N,D,BLR,DEL
AI512,Delhi,Bengaluru,Air India,A20N,D,DEL,BLR
AI513,Bengaluru,Delhi,Air India,A320,D,BLR,DEL
AI514,Delhi,Bengaluru,Air India,A320,D,DEL,BLR
AI517,Cochin,Mumbai,Air India,A20N,D,COK,BOM
AI518,Mumbai,Cochin,Air India,A20N,D,BOM,COK
AI519,Bengaluru,Delhi,Air India,A319,D,BLR,DEL
AI520,Delhi,Bengaluru,Air India,A319,D,DEL,BLR
AI522,Delhi,Hyderabad,Air India,A321,D,DEL,HYD
AI523,Hyderabad,Delhi,Air India,A20N,D,HYD,DEL
AI531,Delhi,Ahmedabad,Air India,A21N,D,DEL,AMD
AI532,Ahmedabad,Delhi,Air India,A21N,D,AMD,DEL
AI537,Delhi,Chennai,Air India,B77W,D,DEL,MAA
AI538,Chennai,Delhi,Air India,B77W,D,MAA,DEL
AI539,Chennai,Delhi,Air India,A20N,D,MAA,DEL
AI540,Delhi,Chennai,Air India,A20N,D,DEL,MAA
AI541,Tirupati,Hyderabad,Air India,A20N,D,TIR,HYD
AI541,Hyderabad,Delhi,Air India,A20N,D,HYD,DEL
AI542,Delhi,Hyderabad,Air India,A20N,D,DEL,HYD
AI542,Hyderabad,Tirupati,Air India,A20N,D,HYD,TIR
AI543,Hyderabad,Delhi,Air India,A20N,D,HYD,DEL
AI544,Delhi,Hyderabad,Air India,B77W,D,DEL,HYD
AI545,Chennai,Hyderabad,Air India,A20N,D,MAA,HYD
AI546,Hyderabad,Chennai,Air India,A20N,D,HYD,MAA
AI549,Chennai,Port Blair,Air India,A20N,D,MAA,IXZ
AI550,Port Blair,Chennai,Air India,A20N,D,IXZ,MAA
AI559,Hyderabad,Delhi,Air India,A20N,D,HYD,DEL
AI560,Delhi,Hyderabad,Air India,A20N,D,DEL,HYD
AI570,Mumbai,Chennai,Air India,A20N,D,BOM,MAA
AI571,Chennai,Mumbai,Air India,A20N,D,MAA,BOM
AI572,Mumbai,Chennai,Air India,A20N,D,BOM,MAA
AI573,Mumbai,Chennai,Air India,A321,D,BOM,MAA
AI574,Chennai,Mumbai,Air India,A321,D,MAA,BOM
AI575,Chennai,Mumbai,Air India,A20N,D,MAA,BOM
AI581,Mumbai,Kozhikode,Air India,A320,D,BOM,CCJ
AI582,Kozhikode,Mumbai,Air India,A320,D,CCJ,BOM
AI585,Mumbai,Bengaluru,Air India,A359,D,BOM,BLR
AI585,Bengaluru,Chennai,Air India,A359,D,BLR,MAA
AI585,Chennai,Mumbai,Air India,A359,D,MAA,BOM
AI587,Hyderabad,Bengaluru,Air India,A359,D,HYD,BLR
AI587,Bengaluru,Chennai,Air India,A359,D,BLR,MAA
AI587,Chennai,Hyderabad,Air India,A359,D,MAA,HYD
AI589,Mumbai,Chennai,Air India,A359,D,BOM,MAA
AI589,Chennai,Bengaluru,Air India,A359,D,MAA,BLR
AI589,Bengaluru,Mumbai,Air India,A359,D,BLR,BOM
AI601,Mumbai,Bhuj,Air India,A20N,D,BOM,BHJ
AI602,Bhuj,Mumbai,Air India,A20N,D,BHJ,BOM
AI603,Mumbai,Bengaluru,Air India,A20N,D,BOM,BLR
AI604,Bengaluru,Mumbai,Air India,A20N,D,BLR,BOM
AI605,Delhi,Mumbai,Air India,A320,D,DEL,BOM
AI607,Mumbai,Bengaluru,Air India,A20N,D,BOM,BLR
AI608,Coimbatore,Mumbai,Air India,A20N,D,CJB,BOM
AI609,Mumbai,Coimbatore,Air India,A20N,D,BOM,CJB
AI610,Bengaluru,Mumbai,Air India,A20N,D,BLR,BOM
AI611,Mumbai,Jaipur,Air India,A20N,D,BOM,JAI
AI612,Jaipur,Mumbai,Air India,A20N,D,JAI,BOM
AI613,Mumbai,Ahmedabad,Air India,A20N,D,BOM,AMD
AI614,Ahmedabad,Mumbai,Air India,A20N,D,AMD,BOM
AI615,Mumbai,Hyderabad,Air India,A321,D,BOM,HYD
AI616,Hyderabad,Mumbai,Air India,A321,D,HYD,BOM
AI617,Mumbai,Hyderabad,Air India,A20N,D,BOM,HYD
AI618,Hyderabad,Mumbai,Air India,A20N,D,HYD,BOM
AI619,Mumbai,Hyderabad,Air India,A321,D,BOM,HYD
AI621,Mumbai,Bengaluru,Air India,A20N,D,BOM,BLR
AI622,Bengaluru,Mumbai,Air India,A20N,D,BLR,BOM
AI624,Delhi,Mumbai,Air India,A20N,D,DEL,BOM
AI625,Mumbai,Lucknow,Air India,A321,D,BOM,LKO
AI626,Lucknow,Mumbai,Air India,A321,D,LKO,BOM
AI629,Mumbai,Nagpur,Air India,A20N,D,BOM,NAG
AI630,Nagpur,Mumbai,Air India,A20N,D,NAG,BOM
AI631,Mumbai,Ahmedabad,Air India,A321,D,BOM,AMD
AI632,Ahmedabad,Mumbai,Air India,A321,D,AMD,BOM
AI633,Mumbai,Bhopal,Air India,A20N,D,BOM,BHO
AI634,Bhopal,Mumbai,Air India,A20N,D,BHO,BOM
AI635,Mumbai,Indore,Air India,A20N,D,BOM,IDR
AI635,Indore,Delhi,Air India,A20N,D,IDR,DEL
AI636,Delhi,Indore,Air India,A20N,D,DEL,IDR
AI636,Indore,Mumbai,Air India,A20N,D,IDR,BOM
AI637,Mumbai,Ahmedabad,Air India,A20N,D,BOM,AMD
AI638,Ahmedabad,Mumbai,Air India,A20N,D,AMD,BOM
AI639,Mumbai,Bengaluru,Air India,A20N,D,BOM,BLR
AI640,Bengaluru,Mumbai,Air India,A20N,D,BLR,BOM
AI641,Mumbai,Bengaluru,Air India,A319,D,BOM,BLR
AI642,Bengaluru,Mumbai,Air India,A319,D,BLR,BOM
AI643,Mumbai,Udaipur,Air India,A20N,D,BOM,UDR
AI644,Udaipur,Mumbai,Air India,A20N,D,UDR,BOM
AI645,Mumbai,Jodhpur,Air India,A20N,D,BOM,JDH
AI646,Jodhpur,Mumbai,Air India,A20N,D,JDH,BOM
AI647,Mumbai,Jamnagar,Air India,A321,D,BOM,JGA
AI648,Jamnagar,Mumbai,Air India,A321,D,JGA,BOM
AI651,Mumbai,Hyderabad,Air India,A20N,D,BOM,HYD
AI652,Hyderabad,Mumbai,Air India,A20N,D,HYD,BOM
AI653,Mumbai,Visakhapatnam,Air India,A20N,D,BOM,VTZ
AI654,Visakhapatnam,Mumbai,Air India,A20N,D,VTZ,BOM
AI655,Mumbai,Rajkot,Air India,A20N,D,BOM,HSR
AI656,Rajkot,Mumbai,Air India,A20N,D,HSR,BOM
AI657,Mumbai,Thiruvananthapuram,Air India,A20N,D,BOM,TRV
AI658,Thiruvananthapuram,Mumbai,Air India,A20N,D,TRV,BOM
AI659,Mumbai,Rajkot,Air India,A20N,D,BOM,HSR
AI660,Mumbai,Delhi,Air India,A320,D,BOM,DEL
AI661,Mumbai,Coimbatore,Air India,A20N,D,BOM,CJB
AI662,Coimbatore,Mumbai,Air India,A20N,D,CJB,BOM
AI663,Mumbai,Goa,Air India,A320,D,BOM,GOI
AI664,Goa,Mumbai,Air India,A320,D,GOI,BOM
AI665,Delhi,Mumbai,Air India,A321,D,DEL,BOM
AI667,Mumbai,Thiruvananthapuram,Air India,A20N,D,BOM,TRV
AI668,Thiruvananthapuram,Mumbai,Air India,A20N,D,TRV,BOM
AI669,Mumbai,Vadodara,Air India,A321,D,BOM,BDQ
AI670,Vadodara,Mumbai,Air India,A321,D,BDQ,BOM
AI671,Mumbai,Chennai,Air India,A20N,D,BOM,MAA
AI671,Chennai,Madurai,Air India,A20N,D,MAA,IXM
AI672,Madurai,Chennai,Air India,A20N,D,IXM,MAA
AI672,Chennai,Mumbai,Air India,A20N,D,MAA,BOM
AI673,Mumbai,Patna,Air India,A20N,D,BOM,PAT
AI675,Mumbai,Kolkata,Air India,A320,D,BOM,CCU
AI676,Kolkata,Mumbai,Air India,A320,D,CCU,BOM
AI677,Mumbai,Delhi,Air India,A321,D,BOM,DEL
AI678,Delhi,Mumbai,Air India,A321,D,DEL,BOM
AI679,Mumbai,Mangalore,Air India,A320,D,BOM,IXE
AI680,Mangalore,Mumbai,Air India,A320,D,IXE,BOM
AI681,Mumbai,Cochin,Air India,A20N,D,BOM,COK
AI682,Cochin,Mumbai,Air India,A20N,D,COK,BOM
AI683,Mumbai,Goa,Air India,A20N,D,BOM,GOI
AI684,Goa,Mumbai,Air India,A20N,D,GOI,BOM
AI685,Mumbai,Goa,Air India,A20N,D,BOM,GOI
AI687,Mumbai,Delhi,Air India,A359,D,BOM,DEL
AI688,Rajkot,Mumbai,Air India,A20N,D,HSR,BOM
AI691,Mumbai,Cochin,Air India,A20N,D,BOM,COK
AI692,Cochin,Mumbai,Air India,A320,D,COK,BOM
AI693,Mumbai,Cochin,Air India,A320,D,BOM,COK
AI695,Mumbai,Varanasi,Air India,A320,D,BOM,VNS
AI696,Varanasi,Mumbai,Air India,A320,D,VNS,BOM
AI697,Goa,Mumbai,Air India,A20N,D,GOI,BOM
AI698,Hyderabad,Mumbai,Air India,A321,D,HYD,BOM
AI699,Cochin,Mumbai,Air India,A20N,D,COK,BOM
AI709,Kolkata,Guwahati,Air India,A319,D,CCU,GAU
AI710,Guwahati,Kolkata,Air India,A319,D,GAU,CCU
AI727,Kolkata,Guwahati,Air India,A20N,D,CCU,GAU
AI728,Guwahati,Kolkata,Air India,A20N,D,GAU,CCU
AI732,Patna,Mumbai,Air India,A20N,D,PAT,BOM
AI733,Kolkata,Imphal,Air India,A20N,D,CCU,IMF
AI734,Imphal,Kolkata,Air India,A20N,D,IMF,CCU
AI743,Kolkata,Agartala,Air India,A20N,D,CCU,IXA
AI744,Agartala,Kolkata,Air India,A20N,D,IXA,CCU
AI745,Kolkata,Agartala,Air India,A20N,D,CCU,IXA
AI746,Agartala,Kolkata,Air India,A20N,D,IXA,CCU
AI753,Kolkata,Silchar,Air India,A319,D,CCU,IXS
AI754,Silchar,Kolkata,Air India,A319,D,IXS,CCU
AI762,Delhi,Kolkata,Air India,A321,D,DEL,CCU
AI763,Kolkata,Delhi,Air India,A321,D,CCU,DEL
AI764,Delhi,Kolkata,Air India,A21N,D,DEL,CCU
AI767,Delhi,Kolkata,Air India,A20N,D,DEL,CCU
AI768,Kolkata,Delhi,Air India,A20N,D,CCU,DEL
AI769,Kolkata,Delhi,Air India,A321,D,CCU,DEL
AI770,Kolkata,Delhi,Air India,A21N,D,CCU,DEL
AI773,Kolkata,Mumbai,Air India,A319,D,CCU,BOM
AI774,Mumbai,Kolkata,Air India,A319,D,BOM,CCU
AI775,Kolkata,Mumbai,Air India,A20N,D,CCU,BOM
AI776,Mumbai,Kolkata,Air India,A20N,D,BOM,CCU
AI785,Kolkata,Chennai,Air India,A20N,D,CCU,MAA
AI786,Chennai,Kolkata,Air India,A20N,D,MAA,CCU
AI787,Kolkata,Port Blair,Air India,A20N,D,CCU,IXZ
AI788,Port Blair,Kolkata,Air India,A20N,D,IXZ,CCU
AI801,Delhi,Thiruvananthapuram,Air India,A20N,D,DEL,TRV
AI802,Thiruvananthapuram,Delhi,Air India,A20N,D,TRV,DEL
AI803,Delhi,Bengaluru,Air India,A321,D,DEL,BLR
AI804,Bengaluru,Delhi,Air India,A20N,D,BLR,DEL
AI805,Delhi,Mumbai,Air India,A359,D,DEL,BOM
AI806,Mumbai,Delhi,Air India,A20N,D,BOM,DEL
AI807,Delhi,Bengaluru,Air India,A321,D,DEL,BLR
AI808,Bengaluru,Delhi,Air India,A321,D,BLR,DEL
AI809,Mumbai,Delhi,Air India,A321,D,BOM,DEL
AI811,Delhi,Lucknow,Air India,A20N,D,DEL,LKO
AI812,Lucknow,Delhi,Air India,A20N,D,LKO,DEL
AI813,Delhi,Bengaluru,Air India,A321,D,DEL,BLR
AI814,Delhi,Mumbai,Air India,A20N,D,DEL,BOM
AI815,Delhi,Bengaluru,Air India,A321,D,DEL,BLR
AI816,Mumbai,Delhi,Air India,B77W,D,BOM,DEL
AI817,Delhi,Ahmedabad,Air India,A21N,D,DEL,AMD
AI818,Ahmedabad,Delhi,Air India,A21N,D,AMD,DEL
AI819,Delhi,Vadodara,Air India,A321,D,DEL,BDQ
AI820,Vadodara,Delhi,Air India,A321,D,BDQ,DEL
AI821,Delhi,Jammu,Air India,A321,D,DEL,IXJ
AI822,Jammu,Delhi,Air India,A321,D,IXJ,DEL
AI823,Delhi,Vadodara,Air India,A20N,D,DEL,BDQ
AI824,Vadodara,Delhi,Air India,A20N,D,BDQ,DEL
AI825,Delhi,Srinagar,Air India,A21N,D,DEL,SXR
AI826,Srinagar,Delhi,Air India,A21N,D,SXR,DEL
AI829,Delhi,Thiruvananthapuram,Air India,A320,D,DEL,TRV
AI830,Thiruvananthapuram,Delhi,Air India,A320,D,TRV,DEL
AI831,Delhi,Cochin,Air India,A21N,D,DEL,COK
AI832,Cochin,Delhi,Air India,A21N,D,COK,DEL
AI833,Delhi,Cochin,Air India,A20N,D,DEL,COK
AI834,Cochin,Delhi,Air India,A20N,D,COK,DEL
AI835,Delhi,Ahmedabad,Air India,A321,D,DEL,AMD
AI836,Ahmedabad,Delhi,Air India,A321,D,AMD,DEL
AI839,Delhi,Hyderabad,Air India,A20N,D,DEL,HYD
AI840,Hyderabad,Delhi,Air India,B77W,D,HYD,DEL
AI841,Mumbai,Pune,Air India,A20N,D,BOM,PNQ
AI842,Pune,Mumbai,Air India,A20N,D,PNQ,BOM
AI849,Delhi,Pune,Air India,A320,D,DEL,PNQ
AI850,Pune,Delhi,Air India,A320,D,PNQ,DEL
AI851,Delhi,Pune,Air India,A21N,D,DEL,PNQ
AI852,Pune,Delhi,Air India,A21N,D,PNQ,DEL
AI853,Delhi,Pune,Air India,A20N,D,DEL,PNQ
AI854,Pune,Delhi,Air India,A321,D,PNQ,DEL
AI855,Mumbai,Delhi,Air India,A20N,D,BOM,DEL
AI856,Delhi,Mumbai,Air India,A20N,D,DEL,BOM
AI857,Delhi,Pune,Air India,A321,D,DEL,PNQ
AI858,Pune,Delhi,Air India,A321,D,PNQ,DEL
AI859,Mumbai,Delhi,Air India,A20N,D,BOM,DEL
AI860,Delhi,Mumbai,Air India,A20N,D,DEL,BOM
AI863,Delhi,Mumbai,Air India,A20N,D,DEL,BOM
AI864,Mumbai,Delhi,Air India,A359,D,BOM,DEL
AI865,Delhi,Mumbai,Air India,A359,D,DEL,BOM
AI866,Mumbai,Delhi,Air India,A321,D,BOM,DEL
AI881,Delhi,Goa,Air India,A21N,D,DEL,GOI
AI882,Goa,Delhi,Air India,A21N,D,GOI,DEL
AI883,Delhi,Vadodara,Air India,A20N,D,DEL,BDQ
AI884,Vadodara,Delhi,Air India,A20N,D,BDQ,DEL
AI885,Delhi,Goa,Air India,A21N,D,DEL,GOI
AI886,Goa,Delhi,Air India,A21N,D,GOI,DEL
AI887,Delhi,Mumbai,Air India,A321,D,DEL,BOM
AI888,Mumbai,Delhi,Air India,A20N,D,BOM,DEL
AI889,Delhi,Guwahati,Air India,A320,D,DEL,GAU
AI890,Guwahati,Delhi,Air India,A320,D,GAU,DEL
AI902,Kuwait City,Delhi,Air India,A20N,I,KWI,DEL
AI905,Chennai,Dubai,Air India,32N,I,MAA,DXB
AI906,Dubai,Chennai,Air India,A20N,I,DXB,MAA
AI913,Delhi,Dammam,Air India,A320,I,DEL,DMM
AI914,Dammam,Delhi,Air India,A320,I,DMM,DEL
AI915,Delhi,Dubai,Air India,788,I,DEL,DXB
AI916,Dubai,Delhi,Air India,B788,I,DXB,DEL
AI917,Delhi,Dubai,Air India,321,I,DEL,DXB
AI918,Dubai,Delhi,Air India,321,I,DXB,DEL
AI919,Mumbai,Dubai,Air India,32N,I,BOM,DXB
AI920,Dubai,Mumbai,Air India,32N,I,DXB,BOM
AI921,Mumbai,Riyadh,Air India,A20N,I,BOM,RUH
AI926,Riyadh,Delhi,Air India,A20N,I,RUH,DEL
AI929,Delhi,Dubai,Air India,788,I,DEL,DXB
AI930,Dubai,Delhi,Air India,788,I,DXB,DEL
AI931,Mumbai,Jeddah,Air India,A20N,I,BOM,JED
AI932,Jeddah,Mumbai,Air India,A20N,I,JED,BOM
AI933,Cochin,Dubai,Air India,32N,I,COK,DXB
AI934,Dubai,Cochin,Air India,32N,I,DXB,COK
AI939,Delhi,Bahrain,Air India,321,I,DEL,BAH
AI940,Bahrain,Delhi,Air India,321,I,BAH,DEL
AI942,Riyadh,Hyderabad,Air India,32N,I,RUH,HYD
AI945,Mumbai,Abu Dhabi,Air India,32N,I,BOM,AUH
AI946,Abu Dhabi,Mumbai,Air India,32N,I,AUH,BOM
AI948,Dubai,Delhi,Air India,321,I,DXB,DEL
AI951,Hyderabad,Dubai,Air India,32N,I,HYD,DXB
AI952,Dubai,Hyderabad,Air India,32N,I,DXB,HYD
AI953,Cochin,Doha,Air India,A320,I,COK,DOH
AI954,Doha,Cochin,Air India,A320,I,DOH,COK
AI961,Delhi,Nairobi,Air India,B788,I,DEL,NBO
AI965,Hyderabad,Jeddah,Air India,32N,I,HYD,JED
AI970,Doha,Mumbai,Air India ,A20N,I,DOH,BOM
AI971,Delhi,Doha,Air India,A321,I,DEL,DOH
AI972,Doha,Delhi,Air India,A321,I,DOH,DEL
AI973,Delhi,Muscat,Air India,A20N,I,DEL,MCT
AI974,Muscat,Delhi,Air India,A321,I,MCT,DEL
AI975,Chennai,Kuwait City,Air India,32N,I,MAA,KWI
AI976,Kuwait City,Chennai,Air India,32N,I,KWI,MAA
AI981,Mumbai,Doha,Air India,A20N,I,BOM,DOH
AI982,Doha,Mumbai,Air India,A20N,I,DOH,BOM
AI983,Mumbai,Dubai,Air India,788,I,BOM,DXB
AI984,Dubai,Mumbai,Air India,B788,I,DXB,BOM
AI985,Mumbai,Muscat,Air India,319,I,BOM,MCT
AI986,Muscat,Mumbai,Air India,319,I,MCT,BOM
AI989,Mumbai,Kuwait City,Air India,A20N,I,BOM,KWI
AI990,Kuwait City,Mumbai,Air India,A20N,I,KWI,BOM
AI992,Jeddah,Delhi,Air India,A20N,I,JED,DEL
AI995,Delhi,Dubai,Air India,788,I,DEL,DXB
AI996,Dubai,Delhi,Air India,788,I,DXB,DEL
AK10,Chennai,Kuala Lumpur,AirAsia,A20N,I,MAA,KUL
AK11,Kuala Lumpur,Chennai,AirAsia,A20N,I,KUL,MAA
AK12,Chennai,Kuala Lumpur,AirAsia,A320,I,MAA,KUL
AK13,Kuala Lumpur,Chennai,AirAsia,A320,I,KUL,MAA
AK36,Cochin,Kuala Lumpur,AirAsia,A20N,I,COK,KUL
AK38,Cochin,Kuala Lumpur,AirAsia ,A320,I,COK,KUL
AK39,Kuala Lumpur,Cochin,AirAsia ,A320,I,KUL,COK
AK52,Bengaluru,Kuala Lumpur,AirAsia,A20N,I,BLR,KUL
AK53,Kuala Lumpur,Bengaluru,AirAsia,A20N,I,KUL,BLR
AK62,Kolkata,Kuala Lumpur,AirAsia,A20N,I,CCU,KUL
AK63,Kuala Lumpur,Kolkata,AirAsia,A20N,I,KUL,CCU
AK68,Hyderabad,Kuala Lumpur,AirAsia ,A20N,I,HYD,KUL
AK69,Kuala Lumpur,Hyderabad,AirAsia ,A20N,I,KUL,HYD
AY121,Helsinki,Delhi,Finnair,A359,I,HEL,DEL
AY122,Delhi,Helsinki,Finnair,A359,I,DEL,HEL
AZ769,Delhi,Rome,ITA Airways,A339,I,DEL,FCO
AZ770,Rome,Delhi,ITA Airways,A339,I,FCO,DEL
B3700,Paro,Kolkata,Bhutan Airlines,A319,I,PBH,CCU
B3700,Kolkata,Bangkok,Bhutan Airlines,A319,I,CCU,BKK
B3701,Bangkok,Kolkata,Bhutan Airlines,A319,I,BKK,CCU
B3701,Kolkata,Paro,Bhutan Airlines,A319,I,CCU,PBH
B3773,Kathmandu,Delhi,Bhutan Airlines,A319,I,KTM,DEL
BA118,Bengaluru,London,British Airways,A35K,I,BLR,LHR
BA119,London,Bengaluru,British Airways,A35K,I,LHR,BLR
